id,seed,protection_coefficient,max_soil_health,salinity_sensitivity_slope,salinity_sterility_threshold,sterility_penalty_rate,max_sterility_penalty,error_yield,fitness
171,4.307923921049272E17,0.45,0.85,0.5,2.5,0.07,0.25,0.047505347027069204,0.23752673513534603
172,4.307923921049272E17,0.5,0.85,0.15,2.5,0.065,0.25,0.06619035513893345,0.33095177569466727
173,4.307923921049272E17,0.45,1.0,0.15,2.5,0.07,0.25,0.16204491886406988,0.8102245943203494
174,4.307923921049272E17,0.45,0.85,0.15,2.5,0.07,0.45,0.06802037620485521,0.3401018810242761
175,4.307923921049272E17,0.45,0.85,0.15,4.0,0.06,0.25,0.04365566983670326,0.21827834918351632
176,4.307923921049272E17,0.45,0.85,0.15,6.4,0.06,0.25,0.04343430587824434,0.2171715293912217
177,4.307923921049272E17,0.45,0.85,0.2,4.0,0.06,0.25,0.04397385861034986,0.2198692930517493
178,4.307923921049272E17,0.45,0.85,0.25,2.5,0.06,0.25,0.04443062278556935,0.22215311392784676
179,4.307923921049272E17,0.5,0.85,0.15,6.4,0.06,0.25,0.0713006611128499,0.3565033055642495
180,4.307923921049272E17,0.5,0.85,0.15,6.4,0.075,0.25,0.0713006611128499,0.3565033055642495
181,4.307923921049272E17,0.45,0.75,0.15,6.4,0.06,0.25,0.14064386315453917,0.7032193157726958
182,4.307923921049272E17,0.45,0.85,0.25,2.5,0.03,0.25,0.04437423511198255,0.22187117555991276
183,4.307923921049272E17,0.45,0.85,0.15,6.4,0.025,0.25,0.04396600234294862,0.2198300117147431
184,4.307923921049272E17,0.5,0.85,0.15,6.4,0.025,0.25,0.07213761836011125,0.3606880918005562
185,4.307923921049272E17,0.45,0.85,0.15,7.1,0.075,0.25,0.043672328586979406,0.21836164293489702
186,4.307923921049272E17,0.45,1.0,0.15,2.5,0.065,0.25,0.1621093474879452,0.8105467374397259
187,4.307923921049272E17,0.45,0.85,0.15,3.8,0.03,0.25,0.04377273998843248,0.2188636999421624
188,4.307923921049272E17,0.45,0.85,0.15,6.4,0.07,0.35,0.04934152950739789,0.24670764753698946
189,4.307923921049272E17,0.6,0.85,0.15,2.5,0.06,0.25,0.07477287718327921,0.37386438591639604
190,4.307923921049272E17,0.6,0.85,0.15,2.5,0.065,0.25,0.07477287718327921,0.37386438591639604
191,4.307923921049272E17,0.6,0.85,0.15,2.5,0.075,0.25,0.07477287718327921,0.37386438591639604
192,4.307923921049272E17,0.6,0.85,0.15,6.4,0.06,0.25,0.07477287718327921,0.37386438591639604
193,4.307923921049272E17,0.3,0.85,0.15,6.4,0.07,0.25,0.06373156644329563,0.31865783221647814
194,4.307923921049272E17,0.45,0.85,0.15,5.0,0.03,0.25,0.04396221601613413,0.21981108008067063
195,4.307923921049272E17,0.45,0.85,0.15,5.0,0.06,0.25,0.04397528476712749,0.21987642383563744
196,4.307923921049272E17,0.45,0.85,0.15,3.1,0.07,0.25,0.04325972275082978,0.2162986137541489
197,4.307923921049272E17,0.45,0.85,0.15,3.1,0.06,0.25,0.043308226281021975,0.2165411314051099
198,4.307923921049272E17,0.45,0.85,0.15,3.1,0.065,0.25,0.04328363600198492,0.2164181800099246
199,4.307923921049272E17,0.45,0.7,0.15,6.4,0.075,0.25,0.1977065214295268,0.988532607147634
200,4.307923921049272E17,0.45,0.7,0.15,6.4,0.06,0.25,0.1977065214295268,0.988532607147634
201,4.307923921049272E17,0.45,0.85,0.2,6.4,0.06,0.25,0.0436580895259523,0.2182904476297615
202,4.307923921049272E17,0.45,0.9,0.15,2.5,0.06,0.25,0.056093666570722574,0.2804683328536129
203,4.307923921049272E17,0.45,0.85,0.15,3.1,0.03,0.25,0.04355581520146694,0.2177790760073347
204,4.307923921049272E17,0.6,0.85,0.15,3.1,0.06,0.25,0.07477287718327921,0.37386438591639604
205,4.307923921049272E17,0.6,0.85,0.15,3.1,0.03,0.25,0.07477287718327921,0.37386438591639604
206,4.307923921049272E17,0.45,0.85,0.15,3.1,0.09,0.25,0.04324129582108568,0.2162064791054284
207,4.307923921049272E17,0.55,0.85,0.15,3.1,0.06,0.25,0.07477287718327921,0.37386438591639604
208,4.307923921049272E17,0.45,0.85,0.45,3.1,0.065,0.25,0.046254310322905126,0.23127155161452562
209,4.307923921049272E17,0.45,0.85,0.15,3.1,0.075,0.25,0.04324216740801589,0.21621083704007946
210,4.307923921049272E17,0.45,0.85,0.15,9.2,0.07,0.25,0.047673695506212754,0.23836847753106377
211,4.307923921049272E17,0.45,0.85,0.15,9.2,0.075,0.25,0.047673695506212754,0.23836847753106377
212,4.307923921049272E17,0.45,0.75,0.15,3.1,0.075,0.25,0.14150412329052545,0.7075206164526272
213,4.307923921049272E17,0.55,0.85,0.15,3.1,0.09,0.25,0.07477287718327921,0.37386438591639604
214,4.307923921049272E17,0.55,0.85,0.15,3.1,0.065,0.25,0.07477287718327921,0.37386438591639604
215,4.307923921049272E17,0.55,0.85,0.15,3.1,0.07,0.25,0.07477287718327921,0.37386438591639604
216,4.307923921049272E17,0.45,0.85,0.15,6.4,0.02,0.25,0.045387343263517,0.226936716317585
217,4.307923921049272E17,0.5,0.85,0.15,3.1,0.06,0.25,0.0700337634145045,0.3501688170725225
218,4.307923921049272E17,0.5,0.85,0.15,3.1,0.07,0.25,0.06997620272382683,0.34988101361913415
219,4.307923921049272E17,0.45,0.85,0.15,3.1,0.04,0.25,0.04347251605161589,0.21736258025807945
220,4.307923921049272E17,0.3,0.85,0.15,6.4,0.02,0.25,0.06341519292621377,0.31707596463106885
221,4.307923921049272E17,0.35,0.85,0.15,3.1,0.09,0.25,0.0564183549338303,0.28209177466915153
222,4.307923921049272E17,0.45,0.85,0.35,6.4,0.06,0.25,0.04468859783997618,0.22344298919988093
223,4.307923921049272E17,0.45,0.85,0.15,9.4,0.07,0.25,0.047673695506212754,0.23836847753106377
224,4.307923921049272E17,0.45,0.85,0.15,6.4,0.09,0.25,0.04343430587824434,0.2171715293912217
225,4.307923921049272E17,0.45,0.85,0.15,6.4,0.06,0.3,0.04510935127889386,0.2255467563944693
226,4.307923921049272E17,0.45,0.85,0.15,5.9,0.07,0.25,0.04397528476712749,0.21987642383563744
227,4.307923921049272E17,0.45,0.85,0.25,6.4,0.09,0.25,0.043942546284849705,0.21971273142424852
228,4.307923921049272E17,0.45,0.85,0.25,3.1,0.075,0.25,0.04402146673512323,0.22010733367561613
229,4.307923921049272E17,0.45,0.85,0.25,6.4,0.075,0.25,0.043942546284849705,0.21971273142424852
230,4.307923921049272E17,0.45,0.85,0.25,6.4,0.06,0.25,0.043942546284849705,0.21971273142424852
231,4.307923921049272E17,0.45,0.85,0.15,3.1,0.075,0.2,0.04353722529782112,0.2176861264891056
232,4.307923921049272E17,0.45,0.85,0.15,3.9,0.09,0.25,0.04365566983670326,0.21827834918351632
233,4.307923921049272E17,0.35,0.85,0.15,6.4,0.09,0.25,0.05560477873049719,0.278023893652486
