id,seed,protection_coefficient,max_soil_health,salinity_sensitivity_slope,salinity_sterility_threshold,sterility_penalty_rate,max_sterility_penalty,error_yield,fitness
147,1.276821374153433E18,0.4,0.85,0.4,3.3,0.08,0.15,0.04685560818850031,0.23427804094250157
148,1.276821374153433E18,0.5,0.85,0.2,3.4,0.06,0.15,0.07181576665710647,0.35907883328553236
149,1.276821374153433E18,0.4,0.85,0.2,7.9,0.06,0.15,0.04442883529213885,0.22214417646069423
150,1.276821374153433E18,0.4,0.85,0.2,4.7,0.085,0.15,0.044130375361738784,0.22065187680869391
151,1.276821374153433E18,0.4,0.85,0.2,4.7,0.09,0.15,0.044130375361738784,0.22065187680869391
152,1.276821374153433E18,0.4,0.85,0.2,4.2,0.09,0.15,0.044130375361738784,0.22065187680869391
153,1.276821374153433E18,0.4,0.85,0.2,6.5,0.085,0.15,0.044130375361738784,0.22065187680869391
154,1.276821374153433E18,0.4,0.85,0.2,3.3,0.06,0.4,0.07424205795845912,0.3712102897922956
155,1.276821374153433E18,0.4,0.85,0.2,3.4,0.085,0.25,0.04849803350981536,0.2424901675490768
156,1.276821374153433E18,0.4,0.85,0.2,3.3,0.09,0.35,0.06446351701093803,0.3223175850546901
157,1.276821374153433E18,0.4,0.85,0.2,3.4,0.095,0.35,0.06446351701093803,0.3223175850546901
158,1.276821374153433E18,0.4,0.85,0.2,7.7,0.09,0.15,0.04442883529213885,0.22214417646069423
159,1.276821374153433E18,0.4,0.85,0.45,3.4,0.095,0.15,0.04844548555876132,0.2422274277938066
160,1.276821374153433E18,0.4,0.85,0.4,3.3,0.095,0.15,0.04685560818850031,0.23427804094250157
161,1.276821374153433E18,0.4,0.85,0.4,3.3,0.09,0.15,0.04685560818850031,0.23427804094250157
162,1.276821374153433E18,0.4,0.85,0.4,3.3,0.085,0.15,0.04685560818850031,0.23427804094250157
163,1.276821374153433E18,0.3,0.85,0.2,3.4,0.06,0.15,0.05239978172525769,0.26199890862628844
164,1.276821374153433E18,0.4,0.85,0.5,3.3,0.095,0.15,0.05031647480323251,0.25158237401616257
165,1.276821374153433E18,0.4,0.75,0.2,3.4,0.095,0.15,0.1396148468968641,0.6980742344843205
166,1.276821374153433E18,0.4,0.85,0.2,3.4,0.02,0.15,0.043994947888831556,0.2199747394441578
167,1.276821374153433E18,0.4,0.85,0.2,5.7,0.08,0.15,0.044130375361738784,0.22065187680869391
168,1.276821374153433E18,0.4,1.0,0.2,3.3,0.06,0.15,0.16591684590374167,0.8295842295187084
169,1.276821374153433E18,0.4,0.85,0.2,3.4,0.085,0.4,0.07451368841637389,0.37256844208186946
