id,seed,daily_ch4_base,ch4_straw_multiplier,leftover_straw_decrease_coefficient,labor_land_prep_hours_manual,labor_pest_management_hours,labor_sowing_manual_hours,labor_fertilizer_manual_hours,labor_spray_manual_hours,daily_labor_water_awd,daily_labor_water_cf,labor_cost_per_hour,pumping_cost_per_mm,fertilizer_unit_price,pesticide_unit_cost,straw_market_price,muddy_harvest_logistics_factor,grain_quality_discount_factor,fungicide_surcharge_factor,error_methane,error_labor,error_income,fitness
558,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.86,1.1,0.10743842850858494,0.06558919022154157,0.13606295234934404,0.3090905710794706
559,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.2,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.18788303200067683,0.3649598320331111,0.6602812925423729
560,6.937931311661824E17,3.0,1.15,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.11690673433195144,0.06558919022154157,0.12243981392071482,0.30493573847420785
561,6.937931311661824E17,3.0,1.2,0.89,29.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.11558919022154157,0.12467502479215763,0.34770264352228414
562,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,18.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.112017761650113,0.12349396332008435,0.34295015347878227
563,6.937931311661824E17,2.7,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.11120454000731636,0.06558919022154157,0.12243981392071482,0.2992335441495727
564,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.35,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
565,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.015,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
566,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.015,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
567,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,6.0,0.015,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
568,6.937931311661824E17,3.0,1.2,0.91,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.5281514779602777,0.06558919022154157,0.12243981392071482,0.716180482102534
569,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,11.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.3423749045072613,0.5061497571055091,0.9559630901213554
570,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,11.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.38652544351073825,0.37944901391825275,0.8734128859375759
571,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,1.35,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
572,6.937931311661824E17,3.0,0.45,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.3509335770529746,0.06558919022154157,0.12243981392071482,0.538962581195231
573,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.8,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
574,6.937931311661824E17,3.0,0.45,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.3509335770529746,0.06558919022154157,0.12243981392071482,0.538962581195231
575,6.937931311661824E17,3.0,0.45,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.3509335770529746,0.06558919022154157,0.12243981392071482,0.538962581195231
576,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,23.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
577,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.6,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
578,6.937931311661824E17,3.0,1.2,0.89,15.0,24.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.10130347593582728,0.1208535808899887,0.3295954853344009
579,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,10.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
580,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,16.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.10487490450725585,0.12157969435726626,0.33389302737310705
581,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.45,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
582,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.15,1.55,16.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
583,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,7.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.21935903149138583,0.3013993326466161,0.6281967926465869
584,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,7.5,3.0,1.4,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.21935903149138583,0.3013993326466161,0.6281967926465869
585,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,17.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
586,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.2,0.15,1.55,6.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.06558919022154157,0.17835984893523554,0.35138746766536205
587,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,7.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.21935903149138583,0.3013993326466161,0.6281967926465869
588,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.3,1.9,2.4,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
589,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.65,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
590,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
591,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
592,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.9,2.4,0.15,1.55,21.0,0.005,1.05,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
593,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
594,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
595,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.9,2.4,0.45,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06558919022154157,0.12243981392071482,0.2954674326508413
596,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
597,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
598,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
599,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,11.0,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.29078760291995137,0.4542246334382243,0.8524506648667606
600,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
601,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
602,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.45,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
603,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.4,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
604,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
605,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
606,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
607,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.7,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
608,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,1.5,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.5391540682959939,0.6759713695658004
609,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,6.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
610,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,1.3,0.45,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.637554559826923,0.7743718610967295
611,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
612,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,1.3,0.45,1.55,6.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.637554559826923,0.7743718610967295
613,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
614,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,19.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.07937887276122178,0.12179397328966468,0.3086112745594714
615,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.65,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
616,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,5.5,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.12967145191409446,0.12152605731527544,0.3586359377379548
617,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.15,0.87,1.1,0.10743842850858494,0.029378872761221586,0.1815060767256128,0.3183233779954193
618,6.937931311661824E17,4.3,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.33903414664402215,0.029378872761221586,0.14078531550374773,0.5091983349089915
619,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
620,6.937931311661824E17,4.3,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.33903414664402215,0.029378872761221586,0.14078531550374773,0.5091983349089915
621,6.937931311661824E17,1.8,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.2652895189967972,0.029378872761221586,0.14078531550374773,0.4354537072617665
622,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.55,6.0,0.005,1.5,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
623,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.91,1.1,0.10743842850858494,0.029378872761221586,0.2562657922775476,0.3930830935473541
624,6.937931311661824E17,3.0,1.2,0.89,15.0,15.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.03295030133265016,0.13860252828994718,0.2789912581311823
625,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.91,1.1,0.10743842850858494,0.029378872761221586,0.2562657922775476,0.3930830935473541
626,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
627,6.937931311661824E17,3.0,1.0,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.156833562704797,0.029378872761221586,0.14078531550374773,0.32699775096976635
628,6.937931311661824E17,4.2,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.84,1.1,0.3175199369467087,0.029378872761221586,0.14078531550374773,0.48768412521167803
629,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.55,6.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
630,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,6.0,0.005,1.25,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
631,6.937931311661824E17,3.0,1.2,0.89,38.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.1,0.10743842850858494,0.11152172990407852,0.1251674370051364,0.3441275954177999
632,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,13.0,2.5,3.0,2.6,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.05616458704693587,0.1272708025172988,0.29087381807281965
633,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,13.0,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.05616458704693587,0.1272708025172988,0.29087381807281965
634,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
635,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,0.2,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.5499862066038543,0.8022983558532828,1.4597229909657221
636,6.937931311661824E17,3.0,1.2,0.81,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.84,1.1,0.5013454952210471,0.029378872761221586,0.14078531550374773,0.6715096834860164
637,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
638,6.937931311661824E17,3.0,1.2,0.81,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.5013454952210471,0.029378872761221586,0.14078531550374773,0.6715096834860164
639,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,1.5,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.5391540682959939,0.6759713695658004
640,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.73,1.1,0.10743842850858494,0.029378872761221586,0.23549819146767545,0.372315492737482
641,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
642,6.937931311661824E17,3.0,1.2,0.89,15.0,29.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.08295030133265036,0.12153291166123108,0.3119216415024664
643,6.937931311661824E17,3.0,1.2,0.89,15.0,29.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.08295030133265036,0.12153291166123108,0.3119216415024664
644,6.937931311661824E17,3.0,1.2,0.89,15.0,29.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.08295030133265036,0.12153291166123108,0.3119216415024664
645,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.35,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
646,6.937931311661824E17,3.0,1.2,0.89,15.0,18.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.04366458704693567,0.13272251405730612,0.2838255296128267
647,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.35,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
648,6.937931311661824E17,3.0,0.35,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.84,1.1,0.38851976206282113,0.029378872761221586,0.14078531550374773,0.5586839503277905
649,6.937931311661824E17,3.0,1.2,0.92,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.55,6.0,0.005,1.55,0.84,1.1,1.0322159336580812,0.029378872761221586,0.14078531550374773,1.2023801219230505
650,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.55,6.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
651,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,0.8,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
652,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,4.5,3.0,1.4,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.0908868092691573,0.16095556928900515,0.35928080706674737
653,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,4.5,3.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.0908868092691573,0.16095556928900515,0.35928080706674737
654,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,5.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.10961293608351984,0.11528652730743699,0.33233789189954177
655,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.8,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
656,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,6.5,2.5,3.0,1.4,1.8,2.4,0.4,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.03295030133265016,0.13860252828994718,0.2789912581311823
657,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.15,1.55,10.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
658,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,15.0,2.5,3.0,1.4,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06330744418979281,0.1249101096402762,0.295655982338654
659,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,0.2,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.029378872761221586,1.1851955719387313,1.3220128732085379
660,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.4,1.8,2.4,0.45,1.65,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
661,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,8.0,2.5,3.0,1.4,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.03830744418979281,0.13553251457269447,0.28127838727107224
662,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.7,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.006831444699088252,0.16931806300509153,0.28358793621276474
663,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,14.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
664,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,3.5,3.0,1.4,1.8,2.4,0.45,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.06013284101518954,0.14126645696567397,0.30883772648944846
665,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,14.0,1.4,1.8,2.4,0.15,1.55,21.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.4706662210338639,0.4798109252437678,1.0579155747862168
666,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.45,1.55,6.0,0.005,1.1,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
667,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,0.6,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
668,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,9.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.04366458704693567,0.13272251405730612,0.2838255296128267
669,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.55,0.84,1.4,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
670,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,5.5,2.5,3.0,1.2,1.8,2.4,0.15,1.55,6.0,0.005,1.75,0.84,1.1,0.10743842850858494,0.029378872761221586,0.14078531550374773,0.27760261677355424
671,6.937931311661824E17,3.0,1.2,0.89,15.0,14.0,18.0,2.5,3.0,2.6,1.8,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.10743842850858494,0.07402172990407872,0.12248356982323051,0.30394372823589416
