id,seed,daily_ch4_base,ch4_straw_multiplier,leftover_straw_decrease_coefficient,labor_land_prep_hours_manual,labor_pest_management_hours,labor_sowing_manual_hours,labor_fertilizer_manual_hours,labor_spray_manual_hours,daily_labor_water_awd,daily_labor_water_cf,labor_cost_per_hour,pumping_cost_per_mm,fertilizer_unit_price,pesticide_unit_cost,straw_market_price,muddy_harvest_logistics_factor,grain_quality_discount_factor,fungicide_surcharge_factor,error_methane,error_labor,error_income,fitness
216,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,16.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,30.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.13275188863424014,0.1385086667147284,0.4978272507829197
217,6.937931311661824E17,3.7,0.15,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.40873368133677584,0.11489474577709749,0.13104095440983485,0.6546693815237082
218,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
219,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,8.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.2686645870469422,0.35145438083905,0.8466856633199433
220,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,14.5,1.7,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.5762406098803191,0.6091065510013411,1.4119138563156115
221,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.96,1.1,0.22656669543395117,0.11489474577709749,0.2628918983189346,0.6043533395299833
222,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.035,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
223,6.937931311661824E17,3.7,1.05,0.88,41.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.20060903149138382,0.18902637152250337,0.6162020984478384
224,6.937931311661824E17,3.7,1.05,0.96,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,7.934398815946941,0.10775188863423994,0.12899505639290387,8.171145760974085
225,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.25,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
226,6.937931311661824E17,3.7,1.05,0.88,20.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.1256090314913828,0.13513850073817496,0.4873142276635089
227,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
228,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
229,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
230,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
231,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
232,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
233,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
234,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
235,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.7,1.9,0.7,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.9073696068371999,1.241688190905391
236,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.005,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
237,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
238,6.937931311661824E17,3.7,1.05,0.88,17.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11489474577709749,0.13104095440983485,0.4725023956208835
239,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
240,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
241,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
242,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
243,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.65,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
244,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,6.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
245,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,1.05,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
246,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
247,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
248,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,0.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
249,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,0.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
250,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
251,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
252,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.1,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.19252936998382342,0.5197050969091574
253,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,1.05,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
254,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
255,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
256,6.937931311661824E17,3.7,1.05,0.88,15.0,16.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.75,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
257,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
258,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
259,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.75,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
260,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,2.8,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
261,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
262,6.937931311661824E17,3.7,1.05,0.92,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.9806961084206635,0.10775188863423994,0.12899505639290387,1.2174430534478073
263,6.937931311661824E17,5.0,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.40670853781050154,0.10775188863423994,0.12899505639290387,0.6434554828376453
264,6.937931311661824E17,3.7,1.05,0.88,17.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,1.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.10775188863423994,0.12899505639290387,0.46331364046109497
265,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,1.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
266,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.25,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
267,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.71,1.1,0.22656669543395117,0.1006090314913828,0.35510946702104107,0.682285193946375
268,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.7,0.5,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.40633541295305986,0.6287368590203655,1.2616389674073765
269,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
270,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.25,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
271,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.5,1.2,1.9,2.4,0.15,1.65,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.12066754732195782,0.13071929709890454,0.4779535398548135
272,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,1.15,1.55,5.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
273,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
274,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,1.35,1.65,9.0,0.01,1.75,0.84,1.25,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
275,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
276,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
277,6.937931311661824E17,2.8,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.2723619587846394,0.0988233172056685,0.12725651086849665,0.4984417868588046
278,6.937931311661824E17,3.7,1.05,0.88,15.0,19.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.11668046006281137,0.13164012628471014,0.47488728178147266
279,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,0.4,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.44433144469909375,0.6748524503435571,1.345750590476602
280,6.937931311661824E17,3.7,1.05,0.92,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.9806961084206635,0.0988233172056685,0.12725651086849665,1.2067759364948285
281,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,16.0,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.11846617434852606,0.13227346557125888,0.4773063353537361
282,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
283,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
284,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,3.0,1.7,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.1006090314913828,0.1275296400872198,0.45470536701255376
285,6.937931311661824E17,3.7,0.15,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.40873368133677584,0.0988233172056685,0.12725651086849665,0.6348135094109411
286,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,11.0,3.0,9.5,1.7,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.3613697372888554,0.3521414574752245,0.9400778901980311
287,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
288,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
289,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
290,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,2.5,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
291,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,2.5,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
292,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,2.5,1.9,2.4,0.15,1.65,21.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
293,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,2.5,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
294,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
295,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,5.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.17905738052796777,0.16283346520681027,0.5684575411687293
296,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.04,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
297,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
298,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,24.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.0988233172056685,0.12725651086849665,0.4526465235081163
299,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
300,6.937931311661824E17,4.2,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.27319977742318957,0.0988233172056685,0.12725651086849665,0.49927960549735473
301,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
302,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
303,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,10.5,3.0,3.0,1.2,1.3,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.1184385875562375,0.2887404468472871,0.6337457298374758
304,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
305,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
306,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
307,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,11.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.32699792038027686,0.4800327017128636,1.0335973175270916
308,6.937931311661824E17,3.7,1.05,0.88,38.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.16310903149138362,0.15762472271646316,0.5473004496417979
309,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.02,1.15,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
310,6.937931311661824E17,3.7,1.05,0.88,15.0,30.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.138109031491383,0.14134625288239866,0.5060219798077328
311,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.15,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
312,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
313,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.005,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
314,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.02,1.75,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
315,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
316,6.937931311661824E17,3.7,1.05,0.88,30.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.02,1.15,0.84,1.1,0.22656669543395117,0.13453760291995442,0.13942596305685084,0.5005302614107564
317,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
318,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.005,1.15,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
319,6.937931311661824E17,3.7,0.35,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.15,0.84,1.1,0.3624359789546257,0.08096617434852586,0.12662894339304243,0.570031096696194
320,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,14.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.22656669543395117,0.5222535226211722,0.5431387257628066,1.29195894381793
321,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.7,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
322,6.937931311661824E17,3.7,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.7,0.84,1.1,0.22656669543395117,0.08096617434852586,0.12662894339304243,0.43416181317551944
323,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,9.0,0.01,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
324,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
325,6.937931311661824E17,1.4,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.005,1.75,0.84,1.1,0.5247094787655886,0.08096617434852586,0.12662894339304243,0.7323045965071568
326,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,9.0,0.01,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
327,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.01,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
328,6.937931311661824E17,3.7,1.2,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.65,21.0,0.02,1.75,0.84,1.1,0.2080327522309341,0.08096617434852586,0.12662894339304243,0.4156278699725024
329,6.937931311661824E17,1.4,1.05,0.88,15.0,14.0,5.5,3.0,3.0,1.2,1.9,2.4,0.15,1.55,21.0,0.02,1.75,0.84,1.1,0.5247094787655886,0.08096617434852586,0.12662894339304243,0.7323045965071568
