id,seed,rue_efficiency_factor,pest_infection_prob,pest_daily_increment,toxicity_per_straw_unit,solar_rad_threshold,max_diffuse_bonus,max_light_limit,steepness_factor,max_water_capacity,lateral_leakage_coefficient,water_excess_coefficient,error_yield,error_pesticide,error_fertilizer,error_water,fitness
120,5.634146725104134E18,0.68,0.6,0.04,0.011,14.1,0.12,20.6,3.4,83.0,0.006,0.51,0.045262618195773895,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5295191232320454
121,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.12,20.6,3.4,80.0,0.006,0.51,0.0448330918124231,0.04934237950392062,0.1972895903024307,0.04601293034407605,0.5168103592125428
122,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.32,21.5,4.8,83.0,0.006,0.51,0.0421305120335044,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.513858592420698
123,5.634146725104134E18,0.69,0.6,0.04,0.011,18.9,0.32,21.5,4.8,83.0,0.006,0.51,0.04715373979048585,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5389747312056052
124,5.634146725104134E18,0.68,0.6,0.04,0.011,14.1,0.32,20.6,4.8,80.0,0.006,0.51,0.072170651928742,0.04934237950392062,0.1972895903024307,0.04601293034407605,0.6534981597941374
125,5.634146725104134E18,0.69,0.6,0.04,0.011,18.9,0.32,21.5,3.4,83.0,0.006,0.51,0.10258722253818753,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.8161421449441136
126,5.634146725104134E18,0.68,0.6,0.04,0.014,14.1,0.12,20.6,3.4,83.0,0.083,0.51,0.04444030454675097,0.04934237950392062,0.1972895903024307,0.5721547658686678,1.040988258408774
127,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.12,23.2,3.4,83.0,0.006,0.51,0.14530792090292827,0.04934237950392062,0.1972895903024307,0.05657406244682461,1.0297456367678173
128,5.634146725104134E18,0.68,0.6,0.04,0.011,18.9,0.12,20.6,3.4,80.0,0.083,0.51,0.04439083509059783,0.04934237950392062,0.1972895903024307,0.5791155584557481,1.0477017037150886
129,5.634146725104134E18,0.69,0.6,0.04,0.011,18.9,0.12,20.6,3.4,83.0,0.006,0.51,0.05067880991985517,0.04934237950392062,0.1972895903024307,0.05657406244682461,0.5566000818524518
130,5.634146725104134E18,0.68,0.6,0.04,0.011,14.1,0.32,20.6,3.4,80.0,0.006,0.51,0.043249536160701006,0.04934237950392062,0.1972895903024307,0.04601293034407605,0.5088925809539324
